SampleID,GSM475656,GSM475657,GSM475658,GSM475659,GSM475660,GSM475661,GSM475662,GSM475663,GSM475664,GSM475665,GSM475666,GSM475667,GSM475668,GSM475669,GSM475670,GSM475671,GSM475672,GSM475673,GSM475674,GSM475675,GSM475676,GSM475677,GSM475678,GSM475679,GSM475680,GSM475681,GSM475682,GSM475683,GSM475684,GSM475685,GSM475686,GSM475687,GSM475688,GSM475689,GSM475690,GSM475691,GSM475692,GSM475693,GSM475694,GSM475695,GSM475696,GSM475697,GSM475698,GSM475699,GSM475700,GSM475701,GSM475702,GSM475703,GSM475704,GSM475705,GSM475706,GSM475707,GSM475708,GSM475709,GSM475710,GSM475711,GSM475712,GSM475713,GSM475714,GSM475715,GSM475716,GSM475717,GSM475718,GSM475719,GSM475720,GSM475721,GSM475722,GSM475723,GSM475724,GSM475725,GSM475726,GSM475727,GSM475728,GSM475729,GSM475730,GSM475731,GSM475732,GSM475733,GSM475734,GSM475735,GSM475736,GSM475737,GSM475738,GSM475739,GSM475740,GSM475741,GSM475742,GSM475743,GSM475744,GSM475745,GSM475746,GSM475747,GSM475748,GSM475749,GSM475750,GSM475751,GSM475752,GSM475753,GSM475754,GSM475755,GSM475756,GSM475757,GSM475758,GSM475759,GSM475760,GSM475761,GSM475762,GSM475763,GSM475764,GSM475765,GSM475766,GSM475767,GSM475768,GSM475769,GSM475770,GSM475771,GSM475772,GSM475773,GSM475774,GSM475775,GSM475776,GSM475777,GSM475778,GSM475779,GSM475780,GSM475781,GSM475782,GSM475783,GSM475784,GSM475785,GSM475786,GSM475787,GSM475788,GSM475789,GSM475790,GSM475791,GSM475792,GSM475793,GSM475794,GSM475795,GSM475796,GSM475797,GSM475798,GSM475799,GSM475800,GSM475801,GSM475802,GSM475803,GSM475804,GSM475805,GSM475806,GSM475807,GSM475808,GSM475809,GSM475810,GSM475811
AK055981 /// RP11-617F23.1,1.647577863,0.979802985,0.091555605,0.981383228,-0.045761626,-0.576187642,-0.402763715,-0.06064529,-0.611152901,0.287402421,-0.258932364,0.394497207,-0.161191129,-0.188839492,-0.92922221,-0.585554833,-0.394468024,0.180070524,-0.852573313,-0.00861124,-0.434549616,0.53763949,0.418104389,-0.291883868,-0.252474104,0.016484873,-0.417035911,-0.554222999,0.134553392,-0.449159251,0.773203855,0.029203688,0.553617065,-0.529162586,-0.183314215,-0.747699079,0.399574983,0.287222743,-0.906064526,0.332474864,-0.391159639,0.416942655,-0.144467661,0.323640495,-0.58115387,-0.18927294,-0.096550436,-0.109056192,-0.02549886,0.398649338,0.46738918,-0.073903165,-0.558651814,-0.564794101,-0.058317028,0.101563414,-0.283004702,-0.352476635,0.500741214,-0.415160962,-0.096373925,-0.168629755,-0.039676831,-0.92379103,0.76140525,0.315005047,-0.587481804,0.450977524,-0.416336427,0.495247555,0.539421198,1.929651938,-0.383854162,0.069211753,-0.14897787,0.048460053,0.36225335,-0.420939401,0.133839122,-0.569992817,0.013736694,0.980365093,-0.096044727,0.973183305,0.657684282,0.128577184,0.396646213,0.089002409,-0.317184292,0.340157199,-0.032484454,0.086533428,-0.203167161,0.353893184,-0.261938834,-0.720152195,-0.190448719,-0.659762336,0.788126783,0.199370023,-0.432100937,0.025394702,-0.587226099,-0.074645131,0.430554282,-0.546218268,-0.18175949,-0.755009648,0.290525826,0.118850352,-0.045599249,-0.071455931,-0.631808275,-0.290344141,-0.191891161,-0.040510459,-0.390436185,0.110966152,0.675732645,0.812475444,1.138990663,1.22971546,-0.200987247,-0.123045227,0.154921639,0.005677549,-0.331405615,0.42745653,-0.285689199,1.389803854,-0.020081537,-0.696016426,1.072372334,-0.472993547,-0.120335151,-0.515290194,-0.431560113,-0.461684397,-0.578837556,-0.094397952,-0.587178532,-0.639065347,0.89287146,-0.213779346,0.384243371,0.894570496,-0.3702887,-0.047175147,-0.745813024,1.796876911,-0.441534883,-0.298192909,-0.46285696,-0.126743341,-0.590403687,0.828125
AK056098,0.313384687,-0.219731923,-0.131528555,-0.326875355,-0.140952494,-0.039347669,0.365037087,0.16121411,0.067125617,-0.007428012,-0.134006069,-0.426772436,0.169685582,-0.234589321,2.103247869,-0.031289669,0.723708273,-0.195974274,-0.206370822,-0.272572577,0.94459126,-0.323305835,-0.342674672,-0.212321216,-0.334492999,-0.299638451,0.088603077,0.694429389,-0.08783462,0.044332267,0.083344866,0.625538928,-0.31634859,0.168742259,-0.200270087,0.303355646,-0.473653914,-0.111430606,-0.525453012,-0.27574294,-0.013521084,-0.148779985,0.75656501,-0.34875737,0.182134182,0.58388736,-0.155545376,-0.588434336,-0.143048307,-0.24280665,-0.358526551,0.125092542,0.466377042,-0.042007662,0.139107691,-0.332974063,-0.326985557,-0.023964886,-0.080239625,0.389675248,0.294637757,-0.246829315,0.071892782,-0.007226364,-0.312284442,-0.009019801,-0.257943024,-0.20952685,0.143826671,-0.233188153,-0.375109609,1.298165555,-0.201366814,-0.147014408,-0.508648525,0.061013001,-0.304194102,-0.428866138,-0.03911286,0.049289867,-0.261904013,-0.355136243,0.200961574,0.171595722,-0.386217421,0.099852286,-0.234531086,0.022422834,-0.474504039,-0.061556224,-0.083423873,0.151212471,-0.310059508,-0.12857642,0.246569439,-0.104999797,-0.090969795,-0.289833086,0.125869489,0.189714814,-0.152284629,0.298325392,0.564906406,0.108151698,0.553559974,-0.171484446,0.222650394,0.534868184,-0.10477925,0.187295244,-0.514866247,-0.29350434,0.52279054,-0.211712728,0.140816315,-0.1359794,0.248910505,-0.053951259,-0.046139312,-0.27717238,0.080194871,0.372627331,-0.294939755,0.14742472,-0.148175129,-0.46588464,0.083038517,-0.245772221,0.271966191,-0.333449638,0.068281749,0.333548905,-0.026985751,-0.410648157,-0.442832592,0.312256718,-0.367262488,0.55151913,0.396594267,-0.228547724,0.378673405,0.228757126,-0.118799199,-0.273461033,-0.325062725,-0.076459809,0.164483914,0.447226477,0.639810193,-0.170190927,0.099207989,-0.249286138,0.376103857,-0.197220098,0.736219964,-0.176570011
AK056982,-0.504859869,0.075154171,0.735798688,0.449755675,0.558103142,-0.102767683,-0.235173622,0.688919435,-0.411848192,0.659722372,-0.009075033,0.246870872,0.420570384,0.659722372,-0.160093853,0.148768238,-0.401110314,0.250282573,-0.187313994,0.262989041,0.171041411,0.428021167,0.245606076,-0.215774654,-0.065628959,-0.021607163,0.057694739,-0.245726363,-0.057297253,-0.248080569,0.150215922,-0.210673917,-0.162068232,-0.385977018,0.833113764,-0.244079331,-0.199713345,0.170534281,0.437113252,0.43242006,-0.21366334,0.154007195,-0.381608942,0.447725949,-0.26776535,-0.014099845,-0.049728724,-0.29262649,0.121282556,-0.034295902,0.654387205,0.78507313,-0.324309354,-0.251682546,-0.378601877,0.366255339,-0.394978371,-0.313242407,0.08591387,-0.284722289,0.697108663,-0.660245322,0.090326938,-0.085001627,-0.083400472,0.043986272,-0.288264613,-0.164806584,0.01283728,-0.055625269,0.484381564,-0.303672919,0.011078778,0.247546364,-0.028113196,-0.218418878,-0.086785353,-0.136896568,0.147481002,-0.100383283,-0.122104066,-0.435945584,0.183633779,-0.146833676,0.303821897,-0.387105729,0.73893546,0.230930319,-0.330505087,1.261919269,0.261422927,-0.415248607,0.082094646,0.032752792,0.254803454,0.1727278,-0.182329188,-0.325751377,0.00589877,0.061416288,0.077975302,0.113362538,0.443816358,0.298936731,-0.005739971,-0.233585505,-0.006404579,-0.087087917,-0.277410466,-0.246736434,-0.176272385,0.194225876,-0.300144932,-0.034295902,0.038757897,0.029312079,0.151612389,0.008316601,0.091205112,-0.044044608,-0.640979318,0.104067281,0.4535818,-0.208774977,-0.048149609,0.163172787,-0.273987402,-0.069076553,-0.296448491,-0.693105393,-0.293337852,-0.461246591,-0.462596814,-0.049738112,-0.046076207,0.409202696,-0.6044815,-0.342334104,-0.025113709,0.163459486,-0.051386903,-0.162254868,0.193780678,-0.260498604,-0.114736155,-0.030033567,-0.207147534,-0.235655615,0.301982159,-0.102043921,-0.214261147,-0.382991933,-0.095704634,-0.130961505,-0.210602449,-0.017086024
AK057259 /// AK096803,-0.032779548,0.459762688,-0.396339636,-0.130321517,-0.043217085,0.581825411,-0.025460227,-0.108169792,-0.406551942,0.216513039,0.641006606,-0.379282987,0.045141493,0.444373004,0.396198261,-0.117322997,-0.034533313,0.080371535,-0.021288743,-0.069463638,0.051865983,0.179175941,-0.018964209,0.162373806,-0.066349588,0.066364677,-0.392733075,0.033128308,-0.140767885,-0.025460227,-0.136942656,-0.012357586,-0.277035656,0.482291188,-0.115592342,0.160250405,0.163665952,-0.506945977,-0.04398913,0.089752359,0.239907683,-0.180730874,-0.016703997,-0.28377559,-0.081610562,0.385386527,-0.335179132,0.019812725,-0.05448387,0.099712389,-0.16067691,-0.195300387,0.445481232,0.080642987,0.28230317,-0.079082599,0.138579373,-0.017561879,-0.247474189,0.10899118,-0.081882341,-0.400002869,-0.016932955,0.224024816,0.237789068,0.155077822,-0.105951146,-0.164177413,-0.215821643,0.184147476,0.00378086,-0.115464906,0.523396845,0.024266053,0.253046965,0.205134061,-0.25531448,0.878713836,-0.046735691,0.045315791,-0.033653538,-0.007559416,-0.22790284,-0.047017265,0.120537028,0.064028835,-0.361831066,-0.033339047,-0.177013684,-0.183611247,-0.1835908,-0.070163483,-0.149715915,-0.202340949,-0.098999361,-0.117702695,-0.348357808,0.014696622,0.173328975,0.144992997,-0.102737789,0.0736409,-0.045245284,0.258711599,-0.159345546,0.158812651,0.009540906,-0.025460227,-0.159318669,0.00042,0.010820546,-0.279243371,-0.077536662,0.282423131,0.104028383,-0.14257917,0.749987002,0.067144796,0.399346294,-0.192632615,0.149093303,0.17524389,0.098374456,-0.126149255,-0.21189161,-0.221859115,-0.088516651,-0.242187265,0.31793119,-0.087683337,-0.019761681,-0.174815884,-0.098207901,-0.056607338,-0.206560158,-0.130824761,-0.125831857,0.355460973,-0.424580042,0.024266053,-0.026421091,0.121120303,-0.252620406,-0.276122315,-0.173105466,-0.049020321,0.088532894,0.166319845,-0.06689539,0.318240667,-0.24394882,0.007721522,-0.099513383,-0.404168625,-0.022847182,0.179175941
AK057554 /// RP11-144L1.4,0.316284516,-0.164538716,-0.163135815,-0.099916553,0.073468019,-0.021194459,-0.061519214,-0.084969643,0.182758091,0.036689115,-0.033478871,-0.16030164,-0.100554463,-0.322981168,-0.065007262,0.004005563,-0.116790769,-0.195981338,-0.065309227,0.027432365,-0.019442991,-0.078150993,0.00916591,-0.126606637,-0.138153745,0.025192749,0.174169857,-0.082994974,0.027739322,0.141969505,-0.009484336,-0.185257025,-0.247168614,0.159585322,-0.20335118,-0.083622111,-0.131187114,0.068196059,0.010063115,0.039959909,0.043367999,-0.006447584,-0.109707645,-0.141878794,-0.123901382,0.059374571,-0.094309421,0.018761883,0.190226278,-0.063047446,0.017492948,0.187242527,0.430678185,-0.200803674,0.012886304,-0.090270841,-0.099187501,-0.232263778,0.042071588,0.002480177,0.070953375,0.093845254,0.012747924,0.178446622,0.229561802,-0.201358015,0.059508266,0.052483822,0.061576466,-0.069037541,-0.008113517,-0.090971701,0.225526374,-0.078325111,-0.060649496,0.00583919,0.119618174,0.309248668,-0.180077639,0.509423014,-0.068191263,0.033671381,0.088687479,-0.06888635,-0.303819377,-0.222582322,0.062433587,-0.049930718,0.147079943,-0.102352322,0.008134049,0.030911342,0.012600095,-0.041327285,0.506693298,0.124060281,0.115800047,0.06676011,0.002760261,-0.032442103,0.128124196,-0.041190485,0.05914642,0.170869361,0.005736802,-0.083295579,0.078936893,0.174437814,-0.011633852,0.097372374,-0.133916055,-0.254183362,0.101973633,0.045869963,0.128993467,0.020387755,-0.108911548,0.095121182,0.071512684,-0.131146284,-0.00499389,0.048230258,0.22041719,-0.004467282,-0.135148509,0.214196223,0.230119521,0.102762023,0.038068787,-0.051970106,0.043651157,-0.023466885,-0.250801023,-0.020255446,-0.112903337,-0.019071738,-0.082487621,-0.044684762,-0.043986058,0.0047114,0.071888562,-0.114743933,-0.022792559,0.02681015,-0.048700184,0.019853506,-0.054840711,-0.043645296,-0.131025901,-0.077863134,0.193547217,0.113157428,-0.055174437,-0.068733508,0.031751742,-0.211166288
AK057657 /// RP11-473I1.9,-0.534364298,0.269401715,0.751134617,0.310408688,-0.218432495,0.369018529,-0.02905068,0.200561456,0.0113347,0.106456975,-0.454420003,0.16668638,-0.143603974,0.056743791,-0.242376881,0.23853071,-0.054977927,0.65528677,0.62317787,0.290726306,-0.296174086,-0.003603381,0.14892949,0.151107798,0.265696388,-0.093511396,0.074389435,-0.130214322,-0.185086812,-0.300870938,0.204271414,-0.036970532,0.194985623,-1.275701149,0.263529155,-1.016985962,-0.564861714,-0.091815403,-0.273163778,0.057269569,0.089901816,0.352897335,-0.335362986,0.419031317,0.662725769,0.042253661,-0.231719365,-0.359258889,0.679817638,-0.122047165,0.095459683,-0.114342175,-0.596164935,-0.163124693,0.188609065,0.251619301,-0.603020707,0.528020644,0.125676418,-0.006818281,-0.01425574,-0.25998678,0.056197459,-0.254409229,-0.26641698,-0.11132068,-0.401156988,0.46929364,0.104177219,0.407443183,0.242282137,-0.049245698,-1.600367306,0.380884658,1.074464572,0.042713332,0.048549624,0.243867516,0.577795413,-0.432688122,-0.071613046,0.169041792,0.078346951,0.217177059,0.312187104,0.58698286,0.347450707,-0.153224484,-0.267791291,0.121720435,0.033350897,-0.127394851,0.2610211,-0.066120646,-0.342547805,0.441800838,0.131032162,-0.244303413,0.055931971,0.16353523,-0.048285708,0.362805193,-0.007972289,0.136943504,0.577280807,0.068975648,0.071194533,0.624886126,0.013265045,-0.33684594,-0.122450296,0.308501718,-0.332961394,0.677931911,-0.72530034,0.202724895,0.052324639,0.187744973,0.142717833,-0.090009614,0.613405952,0.034560335,-0.156805466,-0.239636467,-0.011045265,-0.248053021,-0.701636815,-0.088104156,-0.214934392,0.492076742,0.316378079,-0.928817911,-0.030953327,0.444851889,-0.060146027,0.37919839,-1.098367301,-1.364523929,-0.031151836,-0.151033632,-0.120679739,0.13602041,0.056107383,-0.281632983,0.012133584,0.04263168,0.072519115,0.002214853,-0.393433555,-0.178512921,-0.578441912,-0.172985758,0.246909864,0.16451526,-0.194233722,0.450714544
AK057978 /// MKLN1,-0.025098827,0.611140787,-0.031983722,0.146328881,0.507641867,0.046588878,-0.621505699,0.09246556,0.120736862,-0.208259641,-0.360170841,-0.777456143,-0.529028011,-0.49795721,-1.166962806,-0.348674252,-1.185817156,0.410503795,-0.599863528,0.693314847,-0.141467239,-0.217963553,0.131558757,0.500665167,0.125079463,0.283512961,0.313282319,0.102513936,-0.577933257,-0.688086519,0.115264838,-0.048365698,-0.026455886,0.110402034,0.511243792,0.374514444,-0.339587643,0.90668133,-0.977126257,-0.055502713,-1.438973714,0.797781833,0.366489931,-0.119774107,-1.062278594,-1.00197067,-0.031279173,-0.448351224,0.226801766,1.061221018,0.141385917,1.022234914,-0.990881853,0.431542954,0.259837211,0.213516559,0.409008156,-0.734500051,0.17636869,-1.319396778,0.38119516,0.717452559,0.678158207,0.248979677,-0.892729452,0.416479014,-1.166948447,-0.031416522,0.046147474,1.008959476,0.96940612,0.78740173,0.513508199,1.037981965,0.924884734,0.907962354,0.530625314,-0.695648538,0.773705473,-0.020582404,-0.01642898,-0.569495692,0.084253953,0.02791929,1.055302489,0.194791681,0.283544946,-0.325705999,-0.149506789,-0.398562713,-0.343986484,0.214135935,0.037523451,1.285044056,1.163709156,-0.389638028,0.575634328,-0.515435203,0.745331622,-0.564700808,-0.83529929,-0.059847752,0.087352864,-0.370392732,-0.340214038,0.348202128,0.115172821,-1.031719186,0.546796534,-0.62963107,0.538661656,0.92446464,-0.354421921,-0.64469584,-0.206438439,0.119188835,-0.996371116,-0.463378231,-0.385845147,0.385251221,0.312956993,0.03266316,-0.081778829,0.284315282,0.035880013,0.652674117,-0.414725078,0.163085857,0.195759187,-0.14770119,0.337536847,-0.34958939,0.661277998,-0.322288064,0.145186664,0.257260046,0.479567243,-0.696078007,0.084587088,-0.460156217,-0.588803925,-0.564531477,0.828458009,-0.513329567,0.200757013,-0.060089157,-0.561891519,-0.282418748,0.711021205,-0.510062415,0.666678333,0.051923431,0.06201208,0.101895986,-1.443386263,-0.14908041
AK074476,-0.171979635,0.031725937,-0.046068713,0.148541905,0.329902846,-0.123524677,0.066000448,-0.003537669,0.033747582,-0.093973075,0.240767507,-0.091518354,-0.229693332,0.000711,-0.153407444,-0.025169448,0.029463486,-0.017375762,0.073975389,0.112424172,0.072235496,0.076836134,0.057508318,-0.117744242,0.194605049,0.035052351,-0.098660782,0.08697007,-0.059141524,-0.158164879,-0.142729339,-0.046059505,-0.062655663,-0.019523838,0.008443311,-0.051558183,0.024459653,-0.314325399,-0.144885431,-0.058903584,-0.13472428,-0.243845087,0.043168561,-0.052282944,0.281627205,-0.008982769,-0.090128458,0.135745252,-0.0439568,-0.145170186,-0.166207636,-0.139611131,0.085999014,0.175932618,-0.108284782,-0.011377983,-0.001339819,-0.180097723,0.01345846,-0.095358258,-0.303462811,0.167810598,-0.210381768,0.232342808,0.339528087,0.201065042,0.002167565,-0.052949725,0.006058,0.087756284,-0.143804587,0.044374397,-0.121026361,-0.010891358,-0.065513843,-0.031900822,-0.123747161,0.181779629,-0.083008389,0.487991408,-0.158531557,0.091882859,-0.060867305,0.128640296,-0.097134884,0.109533694,0.128289235,-0.18132847,-0.002549044,-0.033215711,-0.050748481,-0.103246955,-0.050305808,0.151177813,0.396617211,-0.116185251,-0.13728406,0.161915346,0.036077553,-0.034508242,-0.002256576,-0.217631291,0.091754523,-0.087610677,0.010350701,0.023511084,0.098355536,0.08865703,0.059080945,-0.038040563,-0.243905048,0.030637778,-0.19645785,0.029109479,0.1069987,0.090149088,-0.225275401,-0.020858496,-0.0932106,0.039057123,-0.192165808,0.19959576,-0.103253279,0.103521533,0.04650955,-0.264597287,-0.121910076,0.005258775,0.063220779,0.309479638,0.08136808,-0.498393107,0.025684429,0.029720338,-0.17283446,0.12021912,-0.009900028,0.383984836,-0.049231506,0.127216338,-0.131152738,-0.021422922,-0.169288585,-0.306642419,-0.055748029,-0.178336169,-0.092398053,-0.340027731,-0.051168513,-0.09975401,0.090942375,-0.171323829,-0.072949748,-0.113220618,-0.096956666,0.136172974
AK090844,1.030003958,0.738017246,-0.798940564,-0.139293144,0.116615784,0.283580704,-0.555896564,-0.299558828,0.366688683,-0.752621163,-0.114953169,-0.198983473,0.067609215,-0.155034376,0.090191474,-0.135877586,-0.529660518,0.278026614,-0.312274396,0.043436026,0.299224481,-0.595288736,0.019359576,0.623836588,-0.634883468,0.085581253,-0.17071298,-0.080816821,-0.093407584,0.241703241,-0.546403688,-0.188250952,-0.16781719,1.18762273,-0.187695959,0.604319595,0.36318688,-0.325515193,-0.120847553,-0.32389289,-1.035041972,-0.009052419,0.355896846,-0.229738093,-0.285859904,0.308372673,-0.244235952,-0.203722767,0.466698325,0.204932875,-0.257494021,0.271274794,0.012622755,0.866928936,0.821914812,0.322094226,-0.188198653,-0.003722533,-0.339680758,-0.855485842,0.273011933,0.337168343,-0.083992141,1.012790004,-0.440588498,0.070256474,-0.21846714,-0.15420599,0.903590973,-0.253069882,0.103208434,0.873801786,0.427308195,0.6347161,0.962018612,0.980989424,0.021969076,-0.298867766,0.00988849,0.491419028,-0.415921182,0.022880035,-0.146600641,-0.334093156,0.183359722,-0.288284214,-0.367823331,-0.407835833,0.567400114,-0.318702508,-0.182231617,0.399945686,-0.109265814,0.072573903,0.507557686,-0.033629718,0.263018,-0.137879255,0.381212172,-0.704953297,-0.049587059,-0.371137268,0.964014717,-0.084937802,-0.509848719,-0.173876906,-0.324148459,-0.663701748,0.148398955,-0.331041619,-0.144849321,-0.059314944,-0.349115523,-0.101931088,0.40577263,-0.410858908,-0.280292826,-0.540620835,0.146207354,-0.223231463,-0.084635236,0.371828896,0.107560864,-0.418880972,-0.174325209,0.423625754,0.31075482,-0.198745694,0.064072472,0.507549141,-0.119298327,0.377728513,0.862410015,-0.269052341,0.165895621,-0.338471717,0.36883132,-0.001592784,-0.35128954,-0.502771441,-0.628032519,-0.572406328,0.017874714,-0.282410152,0.022464762,0.418441845,-0.028035999,-0.076077257,0.682047905,0.007456306,0.036294791,-0.489876632,0.299252973,0.100565649,-0.432543107,-0.325775327
AK091028 /// GMDS-AS1,0.027316902,0.011587761,-0.286302176,-0.162649673,0.032122981,0.014836582,-0.166156274,-0.012091633,0.018966081,0.10587505,-0.123249939,0.03388708,-0.163179482,-0.024878456,0.15211942,-0.23005771,-0.189123566,0.07307783,-0.21165032,0.109015372,0.175111576,-0.039815742,-0.204521586,0.149582103,-0.43015671,-0.264613634,-0.085316004,-0.147842066,0.319980122,0.05921594,-0.145190907,-0.297623572,0.131481424,-0.152518293,-0.099436763,0.317001485,0.169727929,0.030180328,-0.136928579,-0.014978939,-0.009701806,-0.017480833,0.040845244,-0.39983402,-0.073149654,0.201234945,-0.028409503,-0.072827947,0.405446914,-0.14888728,0.032277131,-0.080843327,-0.067436415,-0.101823658,0.045090045,-0.251022758,-0.073149654,-0.067985508,-0.178897947,-0.031707095,-0.242882194,-0.03575532,-0.013488336,0.392544876,-0.159511438,-0.12448496,-0.306723774,-0.172809143,0.252488248,0.104784222,0.172792176,-0.10305405,0.235195454,-0.034773809,0.027686116,0.273425434,-0.201132883,-0.110924846,-0.202851842,0.332472844,-0.10548298,-0.145791739,0.076124791,0.069544027,0.240255463,0.112728562,-0.091717462,-0.142837847,-0.146797996,-0.04154505,-0.052789083,-0.164865909,-0.208190533,0.067192527,-0.100427558,-0.199622321,0.320195057,0.131481424,0.420733408,0.200762621,-0.085316004,-0.097041682,-0.059741528,0.212358564,-0.219113864,0.070186788,-0.10940162,0.34586448,0.194831084,0.243194741,-0.244764727,-0.251590818,-0.032179599,-0.155447206,0.277286724,-0.168656343,-0.201797808,0.027796673,0.281876278,0.05599474,0.703664728,0.053525466,0.275340685,0.050027309,0.01974243,0.42634471,0.196002073,-0.249736701,-0.16900711,1.127360869,0.063316446,-0.022001227,0.340063053,0.102824385,0.109121406,-0.384990101,-0.236083217,-0.317270769,0.061640063,0.060906931,-0.22275867,0.248926053,-0.062309584,0.056921076,-0.037680232,-0.009952293,0.476116335,0.149579665,0.202180645,-0.088790769,-0.067545833,0.093188209,-0.46333232,-0.040841699,0.01342994,-0.219445836
AK091729,0.137418029,-0.069102923,-0.209903433,-0.03966517,0.045394365,0.172788988,0.740208564,-0.079635817,0.115284016,0.197823811,-0.325664159,-0.05571603,-0.114847724,0.145061747,0.10180034,-0.421162609,0.029442543,-0.139917622,0.564561681,0.100456873,0.028185364,-0.10274087,-0.100093516,0.253954068,-0.380755379,-0.082182717,0.094571781,0.105294924,0.113521547,0.274857111,-0.191082832,-0.138970966,-0.197978291,0.235651533,-0.184269347,0.464710369,0.102055756,-0.057522997,0.088613124,-0.290659583,-0.016197898,0.027690949,0.809441497,0.00857529,0.050308387,0.111649982,-0.14131649,0.075622991,-0.410519284,0.160049753,-0.406939435,0.020120032,0.310965326,0.074841521,0.155879334,0.077056225,0.334750765,0.229966473,-0.093818494,0.177596564,0.199418962,0.319364997,-0.067091742,0.012960148,-0.011356267,0.198362883,-0.326777139,-0.082483532,-0.00323336,-0.204373625,-0.18521017,0.223141358,0.304092268,-0.293875542,-0.065349198,-0.01375826,-0.132568743,0.481836222,-0.288551883,0.523284312,-0.472728391,0.140357422,-0.062134383,0.103323732,-0.076126398,0.234719194,0.070358848,-0.009568919,-0.154175547,-0.433554122,-0.219183394,0.235579722,-0.273676187,-0.051504764,-0.331542245,0.220970573,-0.228201083,0.041960625,-0.123467108,-0.188941691,0.541624044,-0.121621631,-0.215638432,0.008318444,0.07926877,0.255294848,0.083180582,0.329183211,-0.016197898,0.189992947,-0.242328877,-0.456534887,-0.0951048,-0.001169214,0.056596251,-0.104958597,-0.196667212,0.011499951,-0.129018795,-0.360871602,0.179618606,0.143728114,0.353512344,-0.176571178,-0.412820141,0.109035894,-0.1715934,0.08469682,-0.016197898,-0.197348561,-0.070870314,0.179872603,0.029571537,-0.230612707,-0.217554197,0.048694941,-0.219214411,0.089263008,-0.240130016,-0.122700685,-0.060677682,0.04999284,-0.134787424,-0.084518608,-0.300285727,0.197891073,0.16060063,0.333840888,-0.101933043,0.147876462,0.471800188,-0.28263015,0.591553947,-0.460230159,-0.234342915,0.046239086
AK093205,-0.048222652,0.015434171,-0.030597907,-0.068738416,0.040994667,-0.020695813,-0.019395288,-0.022028733,0.077437489,-0.152536713,-0.127639879,0.000953451,-0.161706979,-0.006682804,-0.066088128,-0.010145263,-0.041933895,-0.056522328,0.036217868,0.057667186,0.099175551,-0.028621164,0.038149994,0.012076225,-0.132790803,0.03573722,0.104891671,-0.042696951,-0.014271726,-0.046807269,-0.121394258,-0.108915313,-0.034449185,0.020924243,-0.11430959,0.063761332,-0.06785953,0.018026668,-0.052024019,0.147383871,-0.049481286,0.047458233,-0.067608512,0.039321623,-0.043672782,0.034511382,-0.013021653,-0.084461541,-0.030337484,-0.053029115,-0.175245028,0.065177525,-0.003634613,0.021095731,-0.006488644,0.010329676,-0.04488355,-0.142814548,-0.078851218,-0.039656398,0.196927605,0.167142446,0.041053393,0.182724984,0.393905527,-0.168602095,-0.061319971,-0.027191723,0.262227625,-0.135329163,-0.012686534,0.06486011,0.170213102,-0.065045626,0.013090879,0.142550436,0.101040638,0.265350199,0.017120258,0.23162816,-0.109307949,-0.071469257,0.102877887,-0.053208579,-0.097180765,0.001937339,0.008305819,-0.034153583,0.046814242,0.065700944,-0.018370862,0.131380537,0.0003324,-0.002149649,0.311288905,0.171562428,0.11843607,-0.037194973,0.14079177,-0.029571071,0.156996,-0.034962395,0.057913394,-0.112299884,-0.063621175,-0.063163612,0.069146892,-0.040916567,-0.057049667,-0.092920862,-0.111345931,-0.139839917,0.006384694,-0.032482229,0.136622975,-0.14465128,-0.0122231,-0.035043217,0.081304081,-0.085910811,0.106882395,0.347487118,0.038716063,0.038057473,-0.108940273,0.02262547,0.094558522,-0.121582549,0.041997361,-0.024402323,0.051067015,-0.120234021,-0.017218717,0.054936462,-0.170337211,-0.090863093,0.003195865,-0.047250797,-0.029784032,-0.008949745,0.008042783,-0.009597306,-0.051194065,-0.123795424,-0.014772039,0.097250102,-0.027188671,-0.135427212,-0.077490177,-0.093542209,0.098786049,0.146011236,0.050223853,-0.093989581,-0.096465867,-0.068888192
